sequence_id,order_id,order_type,item_id,item_quantity,order_arrival,assigned_station,assigned_pod,status,order_processed,order_finished
4645,2246,1,2,8,16140,,,-3,,
4646,2247,1,86,7,16140,,,-3,,
4647,2247,1,10,7,16140,,,-3,,
4648,2247,1,18,1,16140,,,-3,,
4649,2248,1,62,3,16200,,,-3,,
4650,2249,1,407,4,16200,,,-3,,
4651,2249,1,411,6,16200,,,-3,,
4652,2249,1,28,4,16200,,,-3,,
4653,2249,1,156,6,16200,,,-3,,
4654,2250,1,44,8,16200,,,-3,,
4655,2251,1,277,6,16200,,,-3,,
4656,2251,1,26,6,16200,,,-3,,
4657,2252,1,132,10,16200,,,-3,,
4658,2252,1,1,7,16200,,,-3,,
4659,2252,1,149,12,16200,,,-3,,
4660,2252,1,164,10,16200,,,-3,,
4661,2253,1,131,6,16200,,,-3,,
4662,2254,1,160,2,16200,,,-3,,
4663,2255,1,44,8,16260,,,-3,,
4664,2256,1,33,7,16260,,,-3,,
4665,2256,1,175,10,16260,,,-3,,
4666,2256,1,320,3,16260,,,-3,,
4667,2256,1,317,4,16260,,,-3,,
4668,2257,1,295,10,16260,,,-3,,
4669,2258,1,169,7,16260,,,-3,,
4670,2258,1,11,2,16260,,,-3,,
4671,2259,1,393,8,16260,,,-3,,
4672,2260,1,60,7,16260,,,-3,,
4673,2260,1,23,8,16260,,,-3,,
4674,2261,1,19,9,16260,,,-3,,
4675,2262,1,6,6,16260,,,-3,,
4676,2263,1,17,10,16260,,,-3,,
4677,2263,1,3,8,16260,,,-3,,
4678,2264,1,19,10,16320,,,-3,,
4679,2264,1,4,8,16320,,,-3,,
4680,2265,1,17,10,16320,,,-3,,
4681,2265,1,384,2,16320,,,-3,,
4682,2265,1,231,6,16320,,,-3,,
4683,2265,1,469,4,16320,,,-3,,
4684,2265,1,10,6,16320,,,-3,,
4685,2265,1,109,5,16320,,,-3,,
4686,2265,1,16,12,16320,,,-3,,
4687,2265,1,170,3,16320,,,-3,,
4688,2265,1,473,9,16320,,,-3,,
4689,2266,1,146,10,16320,,,-3,,
4690,2266,1,359,6,16320,,,-3,,
4691,2267,1,27,6,16320,,,-3,,
4692,2267,1,35,4,16320,,,-3,,
4693,2268,1,177,6,16320,,,-3,,
4694,2268,1,28,6,16320,,,-3,,
4695,2269,1,18,9,16320,,,-3,,
4696,2270,1,194,2,16320,,,-3,,
4697,2271,1,15,6,16320,,,-3,,
4698,2272,1,79,6,16320,,,-3,,
4699,2272,1,213,2,16320,,,-3,,
4700,2273,1,453,8,16320,,,-3,,
4701,2274,1,1,8,16320,,,-3,,
4702,2275,1,11,4,16380,,,-3,,
4703,2275,1,165,2,16380,,,-3,,
4704,2275,1,75,2,16380,,,-3,,
4705,2275,1,3,6,16380,,,-3,,
4706,2275,1,135,8,16380,,,-3,,
4707,2276,1,14,6,16380,,,-3,,
4708,2277,1,49,10,16380,,,-3,,
4709,2277,1,7,8,16380,,,-3,,
4710,2277,1,395,11,16380,,,-3,,
4711,2278,1,347,5,16380,,,-3,,
4712,2279,1,176,3,16380,,,-3,,
4713,2280,1,159,3,16380,,,-3,,
4714,2280,1,35,9,16380,,,-3,,
4715,2281,1,227,10,16380,,,-3,,
4716,2281,1,13,8,16380,,,-3,,
4717,2281,1,40,6,16380,,,-3,,
4718,2281,1,235,8,16380,,,-3,,
4719,2281,1,20,8,16380,,,-3,,
4720,2281,1,1,7,16380,,,-3,,
4721,2282,1,201,8,16380,,,-3,,
4722,2283,1,91,2,16380,,,-3,,
4723,2283,1,263,4,16380,,,-3,,
4724,2284,1,23,4,16380,,,-3,,
4725,2285,1,8,5,16380,,,-3,,
4726,2285,1,17,10,16380,,,-3,,
4727,2286,1,6,8,16380,,,-3,,
4728,2286,1,28,4,16380,,,-3,,
4729,2286,1,88,6,16380,,,-3,,
4730,2286,1,214,5,16380,,,-3,,
4731,2287,1,21,1,16440,,,-3,,
4732,2287,1,31,11,16440,,,-3,,
4733,2287,1,0,6,16440,,,-3,,
4734,2288,1,15,8,16440,,,-3,,
4735,2289,1,318,3,16440,,,-3,,
4736,2290,1,164,7,16440,,,-3,,
4737,2291,1,33,7,16440,,,-3,,
4738,2291,1,134,4,16440,,,-3,,
4739,2292,1,64,8,16440,,,-3,,
4740,2292,1,45,3,16440,,,-3,,
4741,2293,1,0,7,16440,,,-3,,
4742,2293,1,33,4,16440,,,-3,,
4743,2293,1,20,1,16440,,,-3,,
4744,2294,1,452,5,16440,,,-3,,
4745,2295,1,85,7,16440,,,-3,,
4746,2295,1,29,6,16440,,,-3,,
4747,2296,1,18,7,16440,,,-3,,
4748,2296,1,80,7,16440,,,-3,,
4749,2297,1,497,5,16440,,,-3,,
4750,2297,1,1,4,16440,,,-3,,
4751,2297,1,68,6,16440,,,-3,,
4752,2298,1,1,8,16440,,,-3,,
4753,2299,1,40,5,16440,,,-3,,
4754,2300,1,15,11,16440,,,-3,,
4755,2300,1,2,6,16440,,,-3,,
4756,2300,1,444,6,16440,,,-3,,
4757,2300,1,371,11,16440,,,-3,,
4758,2301,1,8,10,16500,,,-3,,
4759,2302,1,59,2,16500,,,-3,,
4760,2302,1,173,10,16500,,,-3,,
4761,2303,1,45,10,16500,,,-3,,
4762,2303,1,22,4,16500,,,-3,,
4763,2303,1,43,4,16500,,,-3,,
4764,2303,1,283,8,16500,,,-3,,
4765,2304,1,40,2,16500,,,-3,,
4766,2305,1,61,8,16500,,,-3,,
4767,2305,1,380,2,16500,,,-3,,
4768,2305,1,3,6,16500,,,-3,,
4769,2305,1,0,3,16500,,,-3,,
4770,2306,1,24,6,16560,,,-3,,
4771,2306,1,11,2,16560,,,-3,,
4772,2307,1,62,10,16560,,,-3,,
4773,2308,1,19,8,16560,,,-3,,
4774,2308,1,2,7,16560,,,-3,,
4775,2309,1,2,4,16560,,,-3,,
4776,2310,1,179,7,16560,,,-3,,
4777,2311,1,41,3,16560,,,-3,,
4778,2311,1,131,6,16560,,,-3,,
4779,2312,1,33,11,16560,,,-3,,
4780,2312,1,176,3,16560,,,-3,,
4781,2312,1,434,8,16560,,,-3,,
4782,2313,1,43,9,16560,,,-3,,
4783,2313,1,466,8,16560,,,-3,,
4784,2314,1,26,10,16560,,,-3,,
4785,2314,1,0,4,16560,,,-3,,
4786,2315,1,2,6,16620,,,-3,,
4787,2316,1,4,3,16620,,,-3,,
4788,2316,1,173,2,16620,,,-3,,
4789,2317,1,117,6,16620,,,-3,,
4790,2317,1,129,8,16620,,,-3,,
4791,2317,1,49,5,16620,,,-3,,
4792,2318,1,11,7,16620,,,-3,,
4793,2319,1,81,8,16620,,,-3,,
4794,2320,1,213,12,16620,,,-3,,
4795,2320,1,142,4,16620,,,-3,,
4796,2320,1,23,5,16620,,,-3,,
4797,2320,1,197,6,16620,,,-3,,
4798,2320,1,168,10,16620,,,-3,,
4799,2321,1,340,8,16620,,,-3,,
4800,2321,1,221,6,16620,,,-3,,
4801,2321,1,439,4,16620,,,-3,,
4802,2321,1,41,9,16620,,,-3,,
4803,2322,1,275,9,16620,,,-3,,
4804,2323,1,326,6,16620,,,-3,,
4805,2324,1,1,8,16620,,,-3,,
4806,2324,1,323,7,16620,,,-3,,
4807,2325,1,153,12,16620,,,-3,,
4808,2325,1,271,11,16620,,,-3,,
4809,2325,1,13,2,16620,,,-3,,
4810,2325,1,8,2,16620,,,-3,,
4811,2326,1,180,3,16680,,,-3,,
4812,2326,1,27,5,16680,,,-3,,
4813,2326,1,15,10,16680,,,-3,,
4814,2327,1,142,4,16680,,,-3,,
4815,2328,1,302,9,16680,,,-3,,
4816,2329,1,114,3,16680,,,-3,,
4817,2329,1,330,10,16680,,,-3,,
4818,2330,1,206,8,16680,,,-3,,
4819,2331,1,27,4,16680,,,-3,,
4820,2331,1,1,11,16680,,,-3,,
4821,2332,1,57,7,16680,,,-3,,
4822,2333,1,18,8,16680,,,-3,,
4823,2333,1,5,7,16680,,,-3,,
4824,2333,1,104,4,16680,,,-3,,
4825,2334,1,119,9,16680,,,-3,,
4826,2335,1,1,11,16680,,,-3,,
4827,2335,1,153,5,16680,,,-3,,
4828,2336,1,160,5,16680,,,-3,,
4829,2336,1,15,2,16680,,,-3,,
4830,2337,1,36,5,16740,,,-3,,
4831,2337,1,196,12,16740,,,-3,,
4832,2337,1,6,9,16740,,,-3,,
4833,2338,1,1,9,16740,,,-3,,
4834,2339,1,88,7,16740,,,-3,,
4835,2340,1,38,10,16740,,,-3,,
4836,2340,1,191,6,16740,,,-3,,
4837,2340,1,9,9,16740,,,-3,,
4838,2341,1,26,6,16740,,,-3,,
4839,2341,1,70,8,16740,,,-3,,
4840,2341,1,42,10,16740,,,-3,,
4841,2342,1,289,10,16740,,,-3,,
4842,2343,1,109,11,16740,,,-3,,
4843,2343,1,29,10,16740,,,-3,,
4844,2343,1,207,2,16740,,,-3,,
4845,2344,1,17,5,16740,,,-3,,
4846,2344,1,122,6,16740,,,-3,,
4847,2344,1,452,6,16740,,,-3,,
4848,2345,1,386,6,16740,,,-3,,
4849,2346,1,3,12,16740,,,-3,,
4850,2346,1,6,10,16740,,,-3,,
4851,2347,1,1,12,16800,,,-3,,
4852,2347,1,76,10,16800,,,-3,,
4853,2348,1,37,8,16800,,,-3,,
4854,2349,1,10,5,16800,,,-3,,
4855,2350,1,226,5,16800,,,-3,,
4856,2350,1,33,12,16800,,,-3,,
4857,2351,1,421,9,16800,,,-3,,
4858,2351,1,8,4,16800,,,-3,,
4859,2351,1,188,5,16800,,,-3,,
4860,2351,1,390,3,16800,,,-3,,
4861,2351,1,46,4,16800,,,-3,,
4862,2351,1,485,9,16800,,,-3,,
4863,2352,1,89,7,16800,,,-3,,
4864,2352,1,9,9,16800,,,-3,,
4865,2353,1,29,5,16800,,,-3,,
4866,2354,1,32,11,16800,,,-3,,
4867,2354,1,138,8,16800,,,-3,,
4868,2355,1,14,4,16800,,,-3,,
4869,2355,1,77,6,16800,,,-3,,
4870,2355,1,22,8,16800,,,-3,,
4871,2355,1,169,8,16800,,,-3,,
4872,2356,1,107,7,16800,,,-3,,
4873,2356,1,74,12,16800,,,-3,,
4874,2356,1,2,11,16800,,,-3,,
4875,2357,1,27,11,16800,,,-3,,
4876,2357,1,14,2,16800,,,-3,,
4877,2358,1,26,7,16800,,,-3,,
4878,2359,1,76,12,16860,,,-3,,
4879,2359,1,57,4,16860,,,-3,,
4880,2359,1,255,12,16860,,,-3,,
4881,2360,1,43,8,16860,,,-3,,
4882,2361,1,8,9,16860,,,-3,,
4883,2362,1,45,4,16860,,,-3,,
4884,2363,1,34,6,16860,,,-3,,
4885,2364,1,23,5,16860,,,-3,,
4886,2364,1,105,4,16860,,,-3,,
4887,2365,1,56,9,16860,,,-3,,
4888,2365,1,24,12,16860,,,-3,,
4889,2365,1,5,9,16860,,,-3,,
4890,2366,1,36,7,16860,,,-3,,
4891,2366,1,359,5,16860,,,-3,,
4892,2367,1,24,8,16860,,,-3,,
4893,2367,1,87,1,16860,,,-3,,
4894,2368,1,144,6,16920,,,-3,,
4895,2369,1,2,2,16920,,,-3,,
4896,2370,1,395,4,16920,,,-3,,
4897,2370,1,22,2,16920,,,-3,,
4898,2371,1,459,6,16920,,,-3,,
4899,2372,1,0,4,16920,,,-3,,
4900,2373,1,166,2,16920,,,-3,,
4901,2374,1,13,3,16920,,,-3,,
4902,2374,1,66,7,16920,,,-3,,
4903,2374,1,114,11,16920,,,-3,,
4904,2375,1,36,6,16920,,,-3,,
4905,2376,1,66,8,16920,,,-3,,
4906,2377,1,48,1,16920,,,-3,,
4907,2377,1,394,3,16920,,,-3,,
4908,2377,1,157,3,16920,,,-3,,
4909,2377,1,90,8,16920,,,-3,,
4910,2378,1,19,5,16980,,,-3,,
4911,2378,1,20,9,16980,,,-3,,
4912,2379,1,321,7,16980,,,-3,,
4913,2380,1,41,3,16980,,,-3,,
4914,2381,1,378,8,16980,,,-3,,
4915,2382,1,65,2,16980,,,-3,,
4916,2382,1,299,2,16980,,,-3,,
4917,2382,1,127,6,16980,,,-3,,
4918,2383,1,270,6,17040,,,-3,,
4919,2384,1,10,8,17040,,,-3,,
4920,2385,1,5,6,17040,,,-3,,
4921,2385,1,50,3,17040,,,-3,,
4922,2385,1,15,8,17040,,,-3,,
4923,2385,1,2,3,17040,,,-3,,
4924,2386,1,108,6,17040,,,-3,,
4925,2387,1,130,8,17040,,,-3,,
4926,2387,1,10,6,17040,,,-3,,
4927,2387,1,163,2,17040,,,-3,,
4928,2388,1,47,3,17100,,,-3,,
4929,2388,1,92,8,17100,,,-3,,
4930,2388,1,26,7,17100,,,-3,,
4931,2389,1,11,5,17100,,,-3,,
4932,2390,1,288,8,17100,,,-3,,
4933,2391,1,10,7,17100,,,-3,,
4934,2392,1,283,10,17100,,,-3,,
4935,2392,1,6,6,17100,,,-3,,
4936,2393,1,358,6,17100,,,-3,,
4937,2393,1,208,9,17100,,,-3,,
4938,2393,1,12,5,17100,,,-3,,
4939,2393,1,4,4,17100,,,-3,,
4940,2394,1,37,10,17100,,,-3,,
4941,2394,1,1,8,17100,,,-3,,
4942,2394,1,53,9,17100,,,-3,,
4943,2395,1,3,11,17100,,,-3,,
4944,2395,1,23,6,17100,,,-3,,
4945,2395,1,8,3,17100,,,-3,,
4946,2395,1,40,6,17100,,,-3,,
4947,2395,1,32,2,17100,,,-3,,
4948,2395,1,227,10,17100,,,-3,,
4949,2396,1,2,12,17160,,,-3,,
4950,2397,1,66,6,17160,,,-3,,
4951,2397,1,405,5,17160,,,-3,,
4952,2398,1,180,5,17160,,,-3,,
4953,2398,1,5,6,17160,,,-3,,
4954,2399,1,5,10,17160,,,-3,,
4955,2399,1,52,5,17160,,,-3,,
4956,2399,1,330,7,17160,,,-3,,
4957,2399,1,21,8,17160,,,-3,,
4958,2399,1,356,7,17160,,,-3,,
4959,2400,1,66,1,17160,,,-3,,
4960,2401,1,71,12,17160,,,-3,,
4961,2401,1,90,11,17160,,,-3,,
4962,2402,1,445,8,17220,,,-3,,
4963,2403,1,144,9,17220,,,-3,,
4964,2403,1,192,4,17220,,,-3,,
4965,2403,1,33,4,17220,,,-3,,
4966,2404,1,11,10,17220,,,-3,,
4967,2404,1,153,6,17220,,,-3,,
4968,2405,1,446,4,17220,,,-3,,
4969,2405,1,48,7,17220,,,-3,,
4970,2406,1,45,2,17220,,,-3,,
4971,2406,1,4,6,17220,,,-3,,
4972,2407,1,29,12,17220,,,-3,,
4973,2407,1,79,1,17220,,,-3,,
4974,2407,1,14,6,17220,,,-3,,
4975,2407,1,1,5,17220,,,-3,,
4976,2408,1,57,10,17220,,,-3,,
4977,2408,1,133,12,17220,,,-3,,
4978,2408,1,90,8,17220,,,-3,,
4979,2409,1,419,6,17220,,,-3,,
4980,2410,1,30,1,17220,,,-3,,
4981,2410,1,13,7,17220,,,-3,,
4982,2411,1,2,12,17220,,,-3,,
4983,2411,1,42,8,17220,,,-3,,
4984,2412,1,339,10,17280,,,-3,,
4985,2412,1,233,6,17280,,,-3,,
4986,2413,1,25,10,17280,,,-3,,
4987,2413,1,29,4,17280,,,-3,,
4988,2414,1,23,4,17280,,,-3,,
4989,2415,1,39,8,17280,,,-3,,
4990,2416,1,28,3,17280,,,-3,,
4991,2417,1,129,6,17280,,,-3,,
4992,2418,1,119,6,17280,,,-3,,
4993,2418,1,146,6,17280,,,-3,,
4994,2419,1,385,11,17280,,,-3,,
4995,2420,1,33,12,17340,,,-3,,
4996,2420,1,65,8,17340,,,-3,,
4997,2420,1,212,5,17340,,,-3,,
4998,2421,1,289,8,17340,,,-3,,
4999,2422,1,15,6,17340,,,-3,,
5000,2423,1,88,8,17340,,,-3,,
5001,2423,1,16,7,17340,,,-3,,
5002,2424,1,169,4,17340,,,-3,,
5003,2424,1,3,5,17340,,,-3,,
5004,2425,1,421,4,17340,,,-3,,
5005,2425,1,5,9,17340,,,-3,,
5006,2426,1,23,8,17400,,,-3,,
5007,2427,1,160,8,17400,,,-3,,
5008,2428,1,155,4,17400,,,-3,,
5009,2429,1,17,11,17400,,,-3,,
5010,2430,1,13,6,17400,,,-3,,
5011,2431,1,68,7,17400,,,-3,,
5012,2431,1,152,8,17400,,,-3,,
5013,2431,1,5,4,17400,,,-3,,
5014,2432,1,340,9,17460,,,-3,,
5015,2433,1,484,10,17460,,,-3,,
5016,2434,1,57,8,17460,,,-3,,
5017,2435,1,255,7,17460,,,-3,,
5018,2436,1,28,2,17460,,,-3,,
5019,2436,1,369,3,17460,,,-3,,
5020,2436,1,110,4,17460,,,-3,,
5021,2437,1,216,12,17460,,,-3,,
5022,2438,1,61,5,17460,,,-3,,
5023,2439,1,36,7,17460,,,-3,,
5024,2439,1,2,6,17460,,,-3,,
5025,2439,1,269,7,17460,,,-3,,
5026,2440,1,130,4,17460,,,-3,,
5027,2440,1,185,5,17460,,,-3,,
5028,2440,1,191,6,17460,,,-3,,
5029,2440,1,140,8,17460,,,-3,,
5030,2441,1,393,6,17520,,,-3,,
5031,2442,1,14,6,17520,,,-3,,
5032,2442,1,436,7,17520,,,-3,,
5033,2443,1,39,1,17520,,,-3,,
5034,2444,1,3,2,17520,,,-3,,
5035,2444,1,64,8,17520,,,-3,,
5036,2445,1,49,2,17520,,,-3,,
5037,2445,1,43,8,17520,,,-3,,
5038,2445,1,126,2,17520,,,-3,,
5039,2446,1,34,7,17520,,,-3,,
5040,2447,1,26,5,17520,,,-3,,
5041,2447,1,7,7,17520,,,-3,,
5042,2448,1,11,6,17520,,,-3,,
5043,2448,1,23,3,17520,,,-3,,
5044,2449,1,355,2,17520,,,-3,,
5045,2449,1,2,10,17520,,,-3,,
5046,2450,1,400,2,17520,,,-3,,
5047,2451,1,30,5,17580,,,-3,,
5048,2452,1,3,3,17580,,,-3,,
5049,2452,1,4,4,17580,,,-3,,
5050,2453,1,0,6,17580,,,-3,,
5051,2454,1,17,11,17580,,,-3,,
5052,2454,1,243,3,17580,,,-3,,
5053,2455,1,252,6,17580,,,-3,,
5054,2456,1,125,12,17580,,,-3,,
5055,2456,1,14,4,17580,,,-3,,
5056,2456,1,7,8,17580,,,-3,,
5057,2457,1,3,8,17580,,,-3,,
5058,2457,1,160,6,17580,,,-3,,
5059,2458,1,437,2,17580,,,-3,,
5060,2458,1,91,8,17580,,,-3,,
5061,2458,1,22,2,17580,,,-3,,
5062,2458,1,7,10,17580,,,-3,,
5063,2459,1,1,5,17580,,,-3,,
5064,2459,1,48,4,17580,,,-3,,
5065,2459,1,43,8,17580,,,-3,,
5066,2460,1,37,2,17580,,,-3,,
5067,2460,1,223,10,17580,,,-3,,
5068,2460,1,351,6,17580,,,-3,,
5069,2461,1,24,9,17580,,,-3,,
5070,2461,1,4,5,17580,,,-3,,
5071,2461,1,18,8,17580,,,-3,,
5072,2462,1,16,3,17640,,,-3,,
5073,2463,1,141,10,17640,,,-3,,
5074,2463,1,15,8,17640,,,-3,,
5075,2464,1,136,4,17640,,,-3,,
5076,2465,1,24,2,17640,,,-3,,
5077,2466,1,93,2,17640,,,-3,,
5078,2467,1,320,11,17640,,,-3,,
5079,2467,1,5,8,17640,,,-3,,
5080,2467,1,3,5,17640,,,-3,,
5081,2467,1,0,8,17640,,,-3,,
5082,2467,1,15,11,17640,,,-3,,
5083,2467,1,50,3,17640,,,-3,,
5084,2467,1,280,8,17640,,,-3,,
5085,2468,1,18,9,17700,,,-3,,
5086,2468,1,127,8,17700,,,-3,,
5087,2469,1,191,4,17700,,,-3,,
5088,2469,1,357,4,17700,,,-3,,
5089,2469,1,193,4,17700,,,-3,,
5090,2469,1,183,7,17700,,,-3,,
5091,2469,1,26,5,17700,,,-3,,
5092,2470,1,0,6,17700,,,-3,,
5093,2470,1,3,6,17700,,,-3,,
5094,2470,1,8,6,17700,,,-3,,
5095,2470,1,159,12,17700,,,-3,,
5096,2470,1,15,6,17700,,,-3,,
5097,2470,1,101,4,17700,,,-3,,
5098,2470,1,54,9,17700,,,-3,,
5099,2471,1,41,11,17700,,,-3,,
5100,2471,1,49,6,17700,,,-3,,
5101,2472,1,213,12,17700,,,-3,,
5102,2472,1,68,8,17700,,,-3,,
5103,2473,1,126,12,17700,,,-3,,
5104,2473,1,212,9,17700,,,-3,,
5105,2474,1,126,5,17700,,,-3,,
5106,2474,1,47,5,17700,,,-3,,
5107,2474,1,265,6,17700,,,-3,,
5108,2474,1,5,7,17700,,,-3,,
5109,2474,1,12,4,17700,,,-3,,
5110,2475,1,138,10,17700,,,-3,,
5111,2476,1,6,10,17700,,,-3,,
5112,2477,1,31,2,17700,,,-3,,
5113,2478,1,348,1,17700,,,-3,,
5114,2478,1,219,7,17700,,,-3,,
5115,2478,1,118,6,17700,,,-3,,
5116,2478,1,17,7,17700,,,-3,,
5117,2478,1,21,3,17700,,,-3,,
5118,2479,1,103,1,17760,,,-3,,
5119,2480,1,13,8,17760,,,-3,,
5120,2480,1,2,5,17760,,,-3,,
5121,2481,1,146,10,17760,,,-3,,
5122,2481,1,12,6,17760,,,-3,,
5123,2481,1,5,4,17760,,,-3,,
5124,2482,1,89,2,17760,,,-3,,
5125,2482,1,13,5,17760,,,-3,,
5126,2482,1,123,5,17760,,,-3,,
5127,2482,1,55,3,17760,,,-3,,
5128,2482,1,9,10,17760,,,-3,,
5129,2483,1,67,1,17760,,,-3,,
5130,2484,1,0,4,17760,,,-3,,
5131,2484,1,275,4,17760,,,-3,,
5132,2484,1,21,9,17760,,,-3,,
5133,2484,1,8,2,17760,,,-3,,
5134,2485,1,23,9,17760,,,-3,,
5135,2486,1,19,6,17760,,,-3,,
5136,2486,1,1,5,17760,,,-3,,
5137,2487,1,61,7,17760,,,-3,,
5138,2488,1,372,12,17760,,,-3,,
5139,2488,1,170,2,17760,,,-3,,
5140,2489,1,98,7,17760,,,-3,,
5141,2490,1,49,8,17820,,,-3,,
5142,2491,1,107,6,17820,,,-3,,
5143,2491,1,242,8,17820,,,-3,,
5144,2492,1,82,5,17820,,,-3,,
5145,2492,1,440,7,17820,,,-3,,
5146,2493,1,8,6,17820,,,-3,,
5147,2493,1,82,4,17820,,,-3,,
5148,2493,1,1,10,17820,,,-3,,
5149,2493,1,152,12,17820,,,-3,,
5150,2493,1,76,9,17820,,,-3,,
5151,2493,1,52,8,17820,,,-3,,
5152,2494,1,177,8,17820,,,-3,,
5153,2494,1,36,10,17820,,,-3,,
5154,2494,1,37,7,17820,,,-3,,
5155,2494,1,3,9,17820,,,-3,,
5156,2495,1,27,8,17820,,,-3,,
5157,2496,1,170,10,17820,,,-3,,
5158,2497,1,126,9,17820,,,-3,,
5159,2498,1,278,7,17820,,,-3,,
5160,2499,1,13,4,17880,,,-3,,
5161,2499,1,6,2,17880,,,-3,,
5162,2500,1,72,4,17880,,,-3,,
5163,2500,1,13,2,17880,,,-3,,
5164,2501,1,58,5,17880,,,-3,,
5165,2501,1,204,12,17880,,,-3,,
5166,2501,1,321,6,17880,,,-3,,
5167,2502,1,2,8,17880,,,-3,,
5168,2502,1,64,6,17880,,,-3,,
5169,2503,1,88,8,17880,,,-3,,
5170,2504,1,2,3,17880,,,-3,,
5171,2504,1,5,3,17880,,,-3,,
5172,2505,1,47,6,17880,,,-3,,
5173,2505,1,188,4,17880,,,-3,,
5174,2506,1,2,7,17880,,,-3,,
5175,2506,1,8,4,17880,,,-3,,
5176,2507,1,159,12,17880,,,-3,,
5177,2508,1,46,4,17880,,,-3,,
5178,2509,1,480,4,17880,,,-3,,
5179,2510,1,310,7,17880,,,-3,,
5180,2511,1,434,11,17880,,,-3,,
5181,2511,1,466,12,17880,,,-3,,
5182,2512,1,279,2,17940,,,-3,,
5183,2513,1,339,9,17940,,,-3,,
5184,2514,1,63,4,17940,,,-3,,
5185,2514,1,25,8,17940,,,-3,,
5186,2514,1,353,8,17940,,,-3,,
5187,2515,1,107,8,17940,,,-3,,
5188,2515,1,60,5,17940,,,-3,,
5189,2515,1,6,8,17940,,,-3,,
5190,2516,1,29,7,17940,,,-3,,
5191,2517,1,147,2,17940,,,-3,,
5192,2517,1,48,9,17940,,,-3,,
5193,2517,1,152,10,17940,,,-3,,
5194,2518,1,3,4,17940,,,-3,,
5195,2518,1,224,8,17940,,,-3,,
5196,2518,1,66,8,17940,,,-3,,
5197,2519,1,88,9,17940,,,-3,,
5198,2519,1,214,2,17940,,,-3,,
5199,2519,1,108,8,17940,,,-3,,
5200,2519,1,145,3,17940,,,-3,,
5201,2519,1,19,5,17940,,,-3,,
5202,2520,1,17,7,17940,,,-3,,
5203,2521,1,122,9,17940,,,-3,,
5204,2522,1,203,4,18000,,,-3,,
5205,2522,1,17,3,18000,,,-3,,
5206,2522,1,161,2,18000,,,-3,,
5207,2523,1,55,6,18000,,,-3,,
5208,2523,1,0,2,18000,,,-3,,
5209,2523,1,46,8,18000,,,-3,,
5210,2523,1,42,1,18000,,,-3,,
5211,2524,1,143,10,18000,,,-3,,
5212,2524,1,10,10,18000,,,-3,,
5213,2525,1,46,4,18000,,,-3,,
5214,2525,1,429,9,18000,,,-3,,
5215,2526,1,1,4,18000,,,-3,,
5216,2527,1,28,6,18000,,,-3,,
5217,2528,1,4,7,18060,,,-3,,
5218,2528,1,28,3,18060,,,-3,,
5219,2529,1,30,7,18060,,,-3,,
5220,2529,1,25,8,18060,,,-3,,
5221,2529,1,6,6,18060,,,-3,,
5222,2530,1,149,2,18060,,,-3,,
5223,2531,1,103,7,18060,,,-3,,
5224,2531,1,18,4,18060,,,-3,,
5225,2531,1,56,9,18060,,,-3,,
5226,2532,1,7,6,18060,,,-3,,
5227,2532,1,38,10,18060,,,-3,,
5228,2532,1,8,6,18060,,,-3,,
5229,2533,1,10,8,18060,,,-3,,
5230,2534,1,224,10,18060,,,-3,,
5231,2534,1,19,6,18060,,,-3,,
5232,2535,1,0,4,18060,,,-3,,
5233,2535,1,6,4,18060,,,-3,,
5234,2536,1,22,8,18060,,,-3,,
5235,2536,1,416,10,18060,,,-3,,
5236,2536,1,8,8,18060,,,-3,,
5237,2536,1,23,2,18060,,,-3,,
5238,2536,1,7,4,18060,,,-3,,
5239,2537,1,301,10,18060,,,-3,,
5240,2537,1,97,10,18060,,,-3,,
5241,2537,1,164,7,18060,,,-3,,
5242,2538,1,60,9,18060,,,-3,,
5243,2538,1,5,7,18060,,,-3,,
5244,2539,1,49,6,18060,,,-3,,
5245,2539,1,257,4,18060,,,-3,,
5246,2540,1,14,7,18060,,,-3,,
5247,2541,1,250,6,18120,,,-3,,
5248,2542,1,11,3,18120,,,-3,,
5249,2542,1,299,4,18120,,,-3,,
5250,2543,1,86,5,18120,,,-3,,
5251,2544,1,9,6,18120,,,-3,,
5252,2544,1,28,9,18120,,,-3,,
5253,2544,1,365,10,18120,,,-3,,
5254,2544,1,448,10,18120,,,-3,,
5255,2544,1,58,1,18120,,,-3,,
5256,2545,1,37,3,18120,,,-3,,
5257,2545,1,251,7,18120,,,-3,,
5258,2545,1,43,8,18120,,,-3,,
5259,2546,1,161,1,18180,,,-3,,
5260,2547,1,86,8,18180,,,-3,,
5261,2547,1,52,6,18180,,,-3,,
5262,2547,1,77,8,18180,,,-3,,
5263,2547,1,102,5,18180,,,-3,,
5264,2548,1,176,3,18180,,,-3,,
5265,2549,1,159,9,18180,,,-3,,
5266,2550,1,56,4,18180,,,-3,,
5267,2550,1,11,2,18180,,,-3,,
5268,2551,1,57,6,18180,,,-3,,
5269,2551,1,2,2,18180,,,-3,,
5270,2552,1,77,2,18180,,,-3,,
5271,2552,1,468,2,18180,,,-3,,
5272,2552,1,235,6,18180,,,-3,,
5273,2553,1,275,12,18240,,,-3,,
5274,2554,1,69,5,18240,,,-3,,
5275,2555,1,323,4,18240,,,-3,,
5276,2555,1,24,5,18240,,,-3,,
5277,2555,1,23,12,18240,,,-3,,
